Ensemble_id	GO_Term	type	desc
ENSCAFG00040024252.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845030654.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845030654.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00030008432.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030008432.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030008432.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030008432.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030008432.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845020566.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845020566.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845020566.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845020566.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845020566.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040022735.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00040022735.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00040022735.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00030002148.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030002148.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030002148.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030002148.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030002148.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006322.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845006322.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845006322.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845006322.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845006322.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040008295.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00040008295.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040008295.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040008295.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00040008295.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040001755.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040001755.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00030010342.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030010342.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030010342.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030010342.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030010342.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030007234.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00030007234.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00030007234.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845012674.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845012674.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845012674.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845012733.1	GO:0006396	biological_process	RNA processing
ENSCAFG00845012733.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040004345.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00040004345.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040004345.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040004345.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00040004345.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030011574.1	GO:0006617	biological_process	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition
ENSCAFG00030011574.1	GO:0005786	cellular_component	signal recognition particle, endoplasmic reticulum targeting
ENSCAFG00030023741.1	GO:0035195	biological_process	miRNA-mediated post-transcriptional gene silencing
ENSCAFG00030023741.1	GO:0016442	cellular_component	RISC complex
ENSCAFG00845029739.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845029739.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845029739.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845029739.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845029739.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040014017.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040014017.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040005808.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040005808.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040005808.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040005808.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040005808.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040006944.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040006944.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845008152.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845008152.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008152.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008152.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845008152.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845014222.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845014222.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845014222.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845014222.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845014222.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845000603.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00845000603.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00845000603.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00030007500.1	GO:0003735	molecular_function	structural constituent of ribosome
ENSCAFG00030007500.1	GO:0005840	cellular_component	ribosome
ENSCAFG00030010069.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00030010069.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00030010069.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00030003336.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030003336.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030003336.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030003336.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030003336.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030017932.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00030017932.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00030017932.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845004998.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845004998.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845004998.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845004998.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845004998.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040007901.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040007901.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040007901.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040007901.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040007901.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040015434.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040015434.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040006418.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040006418.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00040022152.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040022152.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040022152.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040022152.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040022152.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030004663.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030004663.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030004663.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030004663.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030004663.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040009431.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00040009431.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00040009431.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00030010122.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00030010122.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00030010122.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00845006766.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845006766.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845006766.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845006766.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845006766.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002704.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845002704.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002704.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002704.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845002704.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845008944.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845008944.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845008944.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845008944.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845008944.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040015383.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040015383.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040015383.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040015383.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040015383.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030011437.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030011437.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030011437.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030011437.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030011437.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040000045.1	GO:0003735	molecular_function	structural constituent of ribosome
ENSCAFG00040000045.1	GO:0005840	cellular_component	ribosome
ENSCAFG00040025375.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00040025375.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00040025375.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845026082.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845026082.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845026082.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845026082.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845026082.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030021767.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030021767.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030021767.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030021767.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030021767.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030011033.1	GO:0006617	biological_process	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition
ENSCAFG00030011033.1	GO:0005786	cellular_component	signal recognition particle, endoplasmic reticulum targeting
ENSCAFG00030021554.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030021554.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030021554.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030021554.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030021554.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845002290.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845002290.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845002290.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845002290.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845002290.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040016387.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00040016387.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00040016387.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00030016735.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030016735.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030016735.1	GO:0005682	cellular_component	U5 snRNP
ENSCAFG00030016735.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030014162.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030014162.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030014162.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030014162.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030014162.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040017934.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040017934.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040017934.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040017934.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040017934.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030003086.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030003086.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030003086.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030003086.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030003086.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030009926.1	GO:0006396	biological_process	RNA processing
ENSCAFG00030009926.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845004727.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845004727.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845004727.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845004727.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845004727.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030013838.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030013838.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030013838.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030013838.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030013838.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040013583.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00040013583.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00040013583.1	GO:0005685	cellular_component	U1 snRNP
ENSCAFG00030009410.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030009410.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030009410.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030009410.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030009410.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845003635.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845003635.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845003635.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845003635.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845003635.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845007251.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845007251.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845007251.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845007251.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845007251.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030004362.1	GO:0030533	molecular_function	triplet codon-amino acid adaptor activity
ENSCAFG00030004362.1	GO:0006412	biological_process	translation
ENSCAFG00030014147.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030014147.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030014147.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030014147.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030014147.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845004938.1	GO:0035195	biological_process	miRNA-mediated post-transcriptional gene silencing
ENSCAFG00040012302.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040012302.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845012204.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845012204.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845012204.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845012204.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845012204.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040019534.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040019534.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040019534.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040019534.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040019534.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040003731.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00040003731.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040003731.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040003731.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00040003731.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845006289.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845006289.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845006289.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845006289.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845006289.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040004356.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00040004356.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00040004356.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00040020055.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040020055.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040020055.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040020055.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040020055.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030006579.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00030006579.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00030006579.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00845020518.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00845020518.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845020518.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845020518.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00845020518.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030024872.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030024872.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030024872.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030024872.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030024872.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00845013978.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845013978.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845013978.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845013978.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845013978.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030019489.1	GO:0035195	biological_process	miRNA-mediated post-transcriptional gene silencing
ENSCAFG00030019489.1	GO:0016442	cellular_component	RISC complex
ENSCAFG00040019215.1	GO:0006396	biological_process	RNA processing
ENSCAFG00040019215.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00030025559.1	GO:0045131	molecular_function	pre-mRNA branch point binding
ENSCAFG00030025559.1	GO:0000348	biological_process	mRNA branch site recognition
ENSCAFG00030025559.1	GO:0005686	cellular_component	U2 snRNP
ENSCAFG00030019089.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030019089.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030019089.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030019089.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030019089.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030023875.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030023875.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030023875.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030023875.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030023875.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030008765.1	GO:0006396	biological_process	RNA processing
ENSCAFG00030008765.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00845021102.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00845021102.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00845021102.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00845021102.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00845021102.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030024807.1	GO:0006396	biological_process	RNA processing
ENSCAFG00030024807.1	GO:0005730	cellular_component	nucleolus
ENSCAFG00030012152.1	GO:0030627	molecular_function	pre-mRNA 5'-splice site binding
ENSCAFG00030012152.1	GO:0000395	biological_process	mRNA 5'-splice site recognition
ENSCAFG00030012152.1	GO:0005692	cellular_component	U11 snRNP
ENSCAFG00040016127.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040016127.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00040016127.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00040016127.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00040016127.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030018542.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030018542.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030018542.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030018542.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030018542.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030025652.1	GO:0017070	molecular_function	U6 snRNA binding
ENSCAFG00030025652.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030025652.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030025652.1	GO:0005687	cellular_component	U4 snRNP
ENSCAFG00030025652.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00030003863.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00030003863.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
ENSCAFG00030003863.1	GO:0000353	biological_process	formation of quadruple SL/U4/U5/U6 snRNP
ENSCAFG00030003863.1	GO:0005688	cellular_component	U6 snRNP
ENSCAFG00030003863.1	GO:0046540	cellular_component	U4/U6 x U5 tri-snRNP complex
ENSCAFG00040011473.1	GO:0030621	molecular_function	U4 snRNA binding
ENSCAFG00040011473.1	GO:0000244	biological_process	spliceosomal tri-snRNP complex assembly
